asv,1256-392-Ma-1,1256-393-Ma-2,1256-394-Ma-3,1256-395-Ma-4,1256-396-Ma-5,1256-397-Ma-6,1256-398-Ma-7,1256-399-Ma-8,1256-400-Ma-9,1256-401-Ma-10,1256-402-Ma-11,1256-403-Ma-12,1256-404-Ma-13,1256-405-Ma-14,1256-406-Ma-15,1256-407-Ma-16,1256-408-Ma-17,1256-409-Ma-18,1256-410-Ma-19,1256-411-Ma-20,1256-412-Ma-21,1256-413-Ma-22,1256-414-Ma-23,1256-415-Ma-24,1256-416-Ma-25,1256-417-Ma-26,1256-418-Ma-27,1256-419-Ma-28,1256-420-Ma-29,1256-421-Ma-30,1256-422-Ma-31,1256-423-Ma-32,1256-424-Ma-33,1256-425-Ma-34,1256-426-Ma-35,1256-427-Ma-36,1256-428-Ma-37,1256-429-Ma-38,1256-430-Ma-39,1256-431-Ma-40,1256-432-Ma-41,1256-433-Ma-42,1256-434-Ma-43,1256-435-Ma-44,1256-436-Ma-45,1256-437-Ma-46,1256-438-Ma-47,1256-439-Ma-48,1256-440-Ma-49,1256-441-Ma-50,1256-442-Ma-51,1256-443-Ma-52,1256-444-Ma-53,1256-445-Ma-54,1256-446-Ma-55,1256-447-Ma-56,1256-448-Ma-57,1256-449-Ma-58,1256-450-Ma-59,1256-451-Ma-60,1256-452-Ma-61,1256-453-Ma-62,1256-454-Ma-63,1256-455-Ma-64,1256-456-Ma-65,1256-457-Ma-66,1256-458-Ma-67,1256-459-Ma-68,1256-460-Ma-69,1256-461-Ma-70,1256-462-Ma-71,1256-463-Ma-72
asv0076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,257,165,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,243,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,152,165
asv0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,215,168,299,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,136,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,199
asv0078,11,13,28,7,20,17,37,18,171,184,155,300,107,42,55,65,0,34,0,39,0,0,0,0,0,0,54,8,0,0,0,7,0,0,0,0,0,3,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,50,0,55,0,0,0,0,54,0,0,0
asv0079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,234,166,331,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,150,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,169
asv0080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,75,230,168,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,139
asv0081,8,21,26,12,16,17,28,28,195,211,166,256,97,43,62,55,0,31,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,7,0,22,0,0,0,19,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,13,0,0,0
asv0082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,72,0,0,76,185,163,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,147
asv0083,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,195,166,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,177
asv0084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,171,165,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,173
asv0085,16,11,29,14,25,26,25,9,160,174,140,233,68,47,42,33,22,0,29,0,0,0,0,0,0,27,0,0,0,54,0,0,0,0,0,0,0,0,0,22,0,0,0,22,27,17,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0
asv0086,0,34,0,0,0,0,0,0,0,25,0,0,120,65,73,92,60,22,0,0,46,0,132,0,49,36,62,105,13,0,154,99,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
asv0087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,82,159,139,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,212,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,149,154
asv0088,0,0,0,0,0,0,0,43,0,0,0,38,0,0,0,0,0,45,0,0,0,54,0,88,0,0,0,0,0,96,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,55,0,80,0,88,0,0,0,0,114,0,0,105,80,0,0,0,0,0,136,0,80,28,0,0
asv0089,0,0,0,0,0,0,0,0,0,23,29,0,79,62,60,69,48,0,19,29,30,0,115,0,25,51,64,105,0,0,122,59,0,0,0,0,0,49,13,0,0,0,0,0,0,40,27,12,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0
asv0090,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,68,147,144,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,145
asv0091,0,0,0,0,0,0,0,0,0,19,0,14,122,55,43,67,56,0,0,19,51,0,111,0,66,25,56,110,55,0,144,70,0,0,0,0,0,59,0,0,0,61,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
asv0092,0,0,0,0,0,0,0,0,0,32,0,0,123,82,64,62,57,0,20,24,52,0,108,0,45,56,89,101,0,0,141,74,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0
asv0093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,165,131,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,151
asv0094,0,0,0,0,0,0,0,0,30,48,0,0,118,81,65,74,66,0,14,21,36,0,125,0,60,33,80,86,0,0,134,65,0,0,0,0,0,33,0,0,0,0,0,27,0,0,0,9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0095,11,10,15,2,27,21,33,15,122,171,118,247,85,37,54,22,23,0,13,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,11,0,5,0,29,0,0,21,12,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0
asv0096,0,0,0,0,0,0,0,0,0,11,0,0,89,66,71,69,67,0,15,22,27,0,102,0,50,48,72,102,0,0,148,78,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0
asv0097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,80,0,22,93,0,0,0,0,0,0,99,0,132,90,111,0,0,51,0,0,159,62,0,0,0
asv0098,12,21,18,7,15,10,20,11,122,159,124,239,82,31,47,55,0,12,0,38,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,28,0,6,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
asv0099,12,22,26,16,14,26,23,13,157,175,104,225,66,28,41,32,12,0,0,0,41,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,0,30,0,0,34,0,0,71,138,123,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,123
asv0101,0,0,0,0,0,0,0,0,0,28,0,0,127,45,47,38,48,16,22,61,40,0,127,27,48,31,58,81,0,0,83,80,0,0,0,0,0,20,0,0,0,0,0,18,0,0,0,35,0,4,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
asv0102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,80,122,133,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,107
asv0103,0,0,0,0,47,0,0,0,0,0,0,0,108,57,55,54,60,0,0,0,46,0,42,0,19,0,29,0,29,0,83,46,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,106
asv0104,0,0,0,0,0,0,0,0,0,0,0,0,128,75,54,48,43,44,0,0,37,0,38,0,29,0,33,0,0,0,95,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,105,0,31,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0
asv0105,4,16,19,0,14,20,17,3,160,193,135,271,68,51,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0106,3,15,38,7,21,24,29,25,140,146,118,248,69,39,28,42,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,4,15,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0107,53,24,33,18,52,65,84,39,83,117,79,113,124,20,30,12,0,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,22,0,32,0,0,0,17,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0108,0,0,0,0,0,0,0,0,0,0,0,0,108,51,37,28,36,0,41,0,26,0,39,0,0,0,23,26,55,0,77,56,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,56,0
asv0109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,168,114,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,117
asv0110,63,20,36,31,59,72,59,30,67,121,96,112,125,13,24,7,8,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,17,0,25,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0111,13,0,20,9,10,11,26,5,178,144,104,230,69,35,53,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0112,11,0,20,0,17,10,20,8,106,192,115,221,76,36,53,30,34,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
asv0113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,163,117,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,117
asv0114,12,8,11,14,12,14,22,12,130,167,105,265,62,34,59,33,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0115,61,14,44,22,54,56,72,39,77,104,94,97,136,17,33,7,5,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,19,0,0,0,15,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0116,0,0,0,0,0,0,0,0,28,21,15,0,101,26,60,55,47,47,0,16,28,0,115,8,27,36,68,83,34,0,88,46,0,0,0,0,0,23,0,0,0,0,0,17,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0117,12,0,20,28,10,18,20,16,132,172,106,206,57,34,60,38,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,21,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0118,26,27,39,20,47,52,75,43,60,120,75,100,169,18,25,7,8,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,32,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0119,49,20,14,25,45,69,62,44,67,132,70,150,105,17,27,7,7,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,0,21,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0120,48,16,22,23,53,44,75,40,57,126,91,121,125,21,12,10,4,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,19,0,26,0,0,0,18,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0121,11,12,16,12,11,22,21,11,119,195,104,184,73,33,36,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0122,16,0,19,0,8,13,18,9,111,147,117,197,47,17,44,47,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0
asv0123,0,0,0,0,0,0,0,0,0,25,26,0,120,36,40,67,39,0,58,32,36,0,77,0,28,19,54,78,0,0,82,41,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,19,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,149,107,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,87
asv0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,135,111,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,111
asv0126,0,0,0,0,0,0,0,0,0,0,0,0,116,75,54,38,37,0,0,0,20,0,29,0,20,0,31,0,0,0,98,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,0,97,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,28,0
asv0127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,43,0,0,0,0,79,60,66,0,0,0,0,0,0,0,0,0,0,24,0,0,0,14,0,63,0,31,0,0,0,0,0,0,0,0,0,80,65,0,0,0,0,154,0,0,46,110,0,0
asv0128,0,0,0,0,0,41,0,0,0,56,0,0,110,40,49,28,30,0,0,0,28,0,29,0,0,0,0,0,0,0,134,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,126,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0
asv0129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,59,0,0,0,0,13,45,52,0,0,84,72,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,87,0,0,131,98,50,41
asv0130,10,0,22,0,8,7,12,8,129,146,92,166,88,42,41,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0131,0,0,0,0,0,22,0,0,0,0,0,0,108,68,35,40,32,0,29,0,49,0,36,0,28,0,35,0,0,0,99,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0132,0,0,0,0,0,0,0,0,44,0,0,0,101,48,59,30,24,0,0,0,58,0,43,0,0,0,22,0,54,0,81,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,87,26,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,96,64,0,0,0,106,0,0,0,50,129,0,0
asv0134,0,0,0,0,0,70,37,0,0,0,0,0,0,0,0,0,41,25,102,0,46,0,57,0,82,95,68,31,0,0,59,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,118,462,0,0,0,0,0,0
asv0136,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,45,50,26,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,61,0,35,0,0,0,0,0,0,0,0,0,101,53,0,0,0,41,0,95,0,38,0,0,0
asv0137,10,0,15,5,5,10,13,0,90,113,88,138,51,20,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0138,38,3,25,24,31,48,53,22,26,67,29,69,68,6,19,3,26,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,9,11,3,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0139,0,0,0,0,0,0,0,0,0,18,0,7,63,23,39,45,29,0,0,19,25,0,92,0,20,39,58,37,26,0,69,32,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
asv0140,26,11,15,6,49,42,59,34,27,71,45,51,84,9,25,1,14,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,15,0,15,0,24,0,0,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,43,39,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,79
asv0142,36,18,17,13,40,46,45,24,22,64,65,67,89,11,22,4,0,23,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0143,30,9,27,9,64,44,49,29,35,69,61,58,73,10,12,6,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0,7,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0144,0,0,0,0,0,0,0,0,0,0,0,0,108,40,53,39,18,0,0,0,0,0,40,0,0,0,0,23,0,0,88,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,18,0,81,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,38,135,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,78
asv0146,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,41,0,0,0,0,0,0,0,45,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,44,0,23,0,0,0,0,0,0,0,106,80,0,0,74,0,0,0,0,55,0,0,0
asv0147,0,0,0,0,0,0,0,0,0,0,0,0,62,33,31,26,0,0,0,0,66,0,0,0,0,0,0,0,0,0,55,58,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,76,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,99,0
asv0148,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,43,0,0,0,0,0,77,0,0,0,0,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,85,45
asv0149,0,0,0,0,0,0,0,0,0,0,49,24,0,0,0,0,0,0,0,0,0,0,113,29,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,34,0,0,0,0,0,0,0,0,0,85,51,0,0,0,29,0,0,0,61,0,0,0
asv0150,6,14,12,0,5,9,10,10,70,87,70,148,43,30,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,29,81,82,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,67,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,57
asv0152,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,30,86,0,89,36,0,30,0,46,0,52,0,14,0,72,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0153,22,3,20,10,19,36,44,9,44,79,50,74,73,18,9,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,13,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0154,0,27,19,0,4,8,9,8,73,99,63,128,54,20,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0155,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,38,48,0,25,54,0,42,0,74,40,52,0,0,0,53,64,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0156,6,0,15,9,6,5,15,2,78,125,40,114,39,20,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0
asv0158,3,2,12,5,7,8,7,7,60,88,50,109,55,25,33,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,151
asv0160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,110,25,53,0,37,0,0,66,66,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
asv0161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0
asv0162,6,0,10,0,4,11,9,6,77,78,52,105,37,18,12,38,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
asv0163,33,6,24,15,48,29,46,13,24,53,62,42,63,5,19,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
